2023-01-13 01:09:44-INFO-setup.py-21 > 
	Home Address: /content/drive/MyDrive
	Temp Address: /content/tmp
2023-01-13 01:10:57-INFO-utils.py-24 > loading models from /content/tmp/chinese-roberta-wwm-ext
2023-01-13 01:10:58-WARNING-extract_diachronic_emb.py-42 > No examples found at 1954主旋律.txt
2023-01-13 01:10:58-WARNING-extract_diachronic_emb.py-42 > No examples found at 1955主旋律.txt
2023-01-13 01:10:58-WARNING-extract_diachronic_emb.py-42 > No examples found at 1956主旋律.txt
2023-01-13 01:10:58-WARNING-extract_diachronic_emb.py-42 > No examples found at 1957主旋律.txt
2023-01-13 01:10:58-WARNING-extract_diachronic_emb.py-42 > No examples found at 1958主旋律.txt
2023-01-13 01:10:58-WARNING-extract_diachronic_emb.py-42 > No examples found at 1959主旋律.txt
2023-01-13 01:10:59-WARNING-extract_diachronic_emb.py-42 > No examples found at 1962主旋律.txt
2023-01-13 01:10:59-WARNING-extract_diachronic_emb.py-42 > No examples found at 1963主旋律.txt
2023-01-13 01:10:59-WARNING-extract_diachronic_emb.py-42 > No examples found at 1964主旋律.txt
2023-01-13 01:10:59-WARNING-extract_diachronic_emb.py-42 > No examples found at 1965主旋律.txt
2023-01-13 01:10:59-WARNING-extract_diachronic_emb.py-42 > No examples found at 1966主旋律.txt
2023-01-13 01:10:59-WARNING-extract_diachronic_emb.py-42 > No examples found at 1967主旋律.txt
2023-01-13 01:10:59-WARNING-extract_diachronic_emb.py-42 > No examples found at 1968主旋律.txt
2023-01-13 01:11:03-WARNING-extract_diachronic_emb.py-42 > No examples found at 1971主旋律.txt
2023-01-13 01:11:04-WARNING-extract_diachronic_emb.py-42 > No examples found at 1973主旋律.txt
2023-01-13 02:21:23-INFO-setup.py-21 > 
	Home Address: /content/drive/MyDrive
	Temp Address: /content/tmp
2023-01-13 02:21:39-INFO-utils.py-20 > loading models from /content/tmp/chinese-roberta-wwm-ext
2023-01-13 02:21:44-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1960
2023-01-13 02:21:44-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1961
2023-01-13 02:21:45-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1969
2023-01-13 02:21:49-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1970
2023-01-13 02:21:49-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1972
2023-01-13 02:21:50-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1974
2023-01-13 02:21:51-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1975
2023-01-13 02:21:52-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1976
2023-01-13 02:21:52-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1977
2023-01-13 02:21:53-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1978
2023-01-13 02:21:54-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1979
2023-01-13 02:21:56-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1980
2023-01-13 02:21:58-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1981
2023-01-13 02:21:58-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1982
2023-01-13 02:22:00-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1983
2023-01-13 02:22:03-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1984
2023-01-13 02:22:07-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1985
2023-01-13 02:22:14-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1986
2023-01-13 02:22:34-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1987
2023-01-13 02:22:45-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1988
2023-01-13 02:23:25-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1989
2023-01-13 02:24:06-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1990
2023-01-13 02:25:00-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1991
2023-01-13 02:25:28-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1991_0
2023-01-13 02:26:07-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1992
2023-01-13 02:26:08-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1992_0
2023-01-13 02:26:56-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1993
2023-01-13 02:27:03-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1993_0
2023-01-13 02:27:51-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1994
2023-01-13 02:28:35-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1994_0
2023-01-13 02:29:12-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1994_1
2023-01-13 02:29:58-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1995
2023-01-13 02:30:44-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1995_0
2023-01-13 02:30:51-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1995_1
2023-01-13 02:31:37-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1996
2023-01-13 02:32:25-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1996_0
2023-01-13 02:32:48-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/主旋律/1996_1
2023-01-13 02:33:44-INFO-extract_diachronic_emb.py-52 > temporarily saving embeddings at /content/tmp/主旋律/1997
2023-01-13 02:39:26-INFO-utils.py-20 > loading models from /content/tmp/chinese-roberta-wwm-ext
2023-01-13 02:39:28-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1955
2023-01-13 02:39:28-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1956
2023-01-13 02:39:29-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1957
2023-01-13 02:39:30-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1958
2023-01-13 02:39:30-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1959
2023-01-13 02:39:31-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1960
2023-01-13 02:39:31-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1961
2023-01-13 02:39:32-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1962
2023-01-13 02:39:33-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1965
2023-01-13 02:39:34-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1966
2023-01-13 02:39:35-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1967
2023-01-13 02:39:35-INFO-extract_diachronic_emb.py-64 > temporarily saving embeddings at /content/tmp/内伤/1969
